order_id,product_name,category,price_inr,quantity_sold,total_sales_inr,order_date,payment_method,customer_rating,month,year,profit_inr,discount_percent,customer_segment,region,calculated_sales,sales_difference,profit_margin_percent,revenue_per_unit,profit_per_unit,month_number,quarter,year_month,discount_amount,net_sales_after_discount,month_start
ORD00499,Jeans,Clothing,40238.5,3,120715.5,21-07-2024,Wallet,3.9,July,2024,24143.1,29,Wholesale,North,120715.5,0,20.00%,40238.5,8047.7,7,Q3,Jul-24,35007.495,85708.01,Jul-24
ORD00500,Smartphone,Electronics,10422.28,5,52111.4,26-06-2024,Net Banking,3.5,June,2024,10422.28,12,Retail,North,52111.4,0,20.00%,10422.28,2084.456,6,Q2,Jun-24,6253.368,45858.03,Jun-24
ORD00501,Self-Help Book,Books,13862.56,1,13862.56,31-12-2024,Wallet,1.6,December,2024,2772.512,17,Retail,West,13862.56,0,20.00%,13862.56,2772.512,12,Q4,Dec-24,2356.6352,11505.92,Dec-24
ORD00502,Face Cream,Beauty,35911.22,4,143644.88,12-09-2024,Credit Card,4.1,September,2024,28728.976,25,Wholesale,South,143644.88,0,20.00%,35911.22,7182.244,9,Q3,Sep-24,35911.22,107733.66,Sep-24
ORD00503,Jacket,Clothing,16523.69,3,49571.07,17-08-2024,Credit Card,2.8,August,2024,9914.214,5,Retail,North,49571.07,0,20.00%,16523.69,3304.738,8,Q3,Aug-24,2478.5535,47092.52,Aug-24
ORD00504,Lipstick,Beauty,6566.03,5,32830.15,20-04-2024,COD,2.6,April,2024,6566.03,20,Wholesale,South,32830.15,0,20.00%,6566.03,1313.206,4,Q2,Apr-24,6566.03,26264.12,Apr-24
ORD00505,Bedsheet,Home & Kitchen,18799.05,3,56397.15,01-02-2025,UPI,4.3,February,2025,11279.43,11,Wholesale,East,56397.15,0,20.00%,18799.05,3759.81,2,Q1,Feb-25,6203.6865,50193.46,Feb-25
ORD00506,Headphones,Electronics,8436.71,5,42183.55,13-04-2024,Wallet,4.9,April,2024,8436.71,9,Wholesale,East,42183.55,0,20.00%,8436.71,1687.342,4,Q2,Apr-24,3796.5195,38387.03,Apr-24
ORD00507,Cookware Set,Home & Kitchen,19380.5,4,77522,23-06-2024,UPI,3.3,June,2024,15504.4,26,Wholesale,East,77522,0,20.00%,19380.5,3876.1,6,Q2,Jun-24,20155.72,57366.28,Jun-24
ORD00508,Lipstick,Beauty,20228.05,3,60684.15,01-02-2025,UPI,1.2,February,2025,12136.83,27,Wholesale,West,60684.15,0,20.00%,20228.05,4045.61,2,Q1,Feb-25,16384.7205,44299.43,Feb-25
ORD00509,Laptop,Electronics,28606.86,5,143034.3,16-08-2024,UPI,4.8,August,2024,28606.86,7,Online,South,143034.3,0,20.00%,28606.86,5721.372,8,Q3,Aug-24,10012.401,133021.9,Aug-24
ORD00510,Fiction Novel,Books,16803.76,4,67215.04,26-05-2024,Wallet,4,May,2024,13443.008,16,Retail,East,67215.04,0,20.00%,16803.76,3360.752,5,Q2,May-24,10754.4064,56460.63,May-24
ORD00511,Face Cream,Beauty,18093.34,5,90466.7,21-01-2025,Credit Card,4.2,January,2025,18093.34,30,Online,North,90466.7,0,20.00%,18093.34,3618.668,1,Q1,Jan-25,27140.01,63326.69,Jan-25
ORD00512,Tablet,Electronics,31737.13,5,158685.65,12-04-2024,Net Banking,4,April,2024,31737.13,20,Retail,East,158685.65,0,20.00%,31737.13,6347.426,4,Q2,Apr-24,31737.13,126948.52,Apr-24
ORD00513,Lipstick,Beauty,49861.17,3,149583.51,24-09-2024,UPI,2.5,September,2024,29916.702,23,Online,East,149583.51,0,20.00%,49861.17,9972.234,9,Q3,Sep-24,34404.2073,115179.3,Sep-24
ORD00514,Educational Book,Books,21233.35,1,21233.35,02-09-2024,COD,1.7,September,2024,4246.67,9,Wholesale,East,21233.35,0,20.00%,21233.35,4246.67,9,Q3,Sep-24,1911.0015,19322.35,Sep-24
ORD00515,Sofa Cover,Home & Kitchen,776.91,5,3884.55,16-07-2024,COD,4.2,July,2024,776.91,26,Retail,West,3884.55,0,20.00%,776.91,155.382,7,Q3,Jul-24,1009.983,2874.57,Jul-24
ORD00516,Lipstick,Beauty,25542.71,1,25542.71,14-12-2024,UPI,2.2,December,2024,5108.542,29,Retail,North,25542.71,0,20.00%,25542.71,5108.542,12,Q4,Dec-24,7407.3859,18135.32,Dec-24
ORD00517,Sneakers,Clothing,10818.28,5,54091.4,22-07-2024,UPI,1.6,July,2024,10818.28,18,Online,South,54091.4,0,20.00%,10818.28,2163.656,7,Q3,Jul-24,9736.452,44354.95,Jul-24
ORD00518,Tablet,Electronics,45801.19,5,229005.95,24-10-2024,Credit Card,2.4,October,2024,45801.19,9,Online,North,229005.95,0,20.00%,45801.19,9160.238,10,Q4,Oct-24,20610.5355,208395.41,Oct-24
ORD00519,Face Cream,Beauty,6963.56,2,13927.12,06-12-2024,Debit Card,3.3,December,2024,2785.424,19,Retail,South,13927.12,0,20.00%,6963.56,1392.712,12,Q4,Dec-24,2646.1528,11280.97,Dec-24
ORD00520,Smartphone,Electronics,37082.11,1,37082.11,12-06-2024,UPI,4.4,June,2024,7416.422,21,Online,West,37082.11,0,20.00%,37082.11,7416.422,6,Q2,Jun-24,7787.2431,29294.87,Jun-24
ORD00521,Cookbook,Books,6842.69,1,6842.69,04-06-2024,UPI,3.6,June,2024,1368.538,18,Online,West,6842.69,0,20.00%,6842.69,1368.538,6,Q2,Jun-24,1231.6842,5611.01,Jun-24
ORD00522,Perfume,Beauty,7283.96,1,7283.96,08-04-2024,COD,2,April,2024,1456.792,24,Online,West,7283.96,0,20.00%,7283.96,1456.792,4,Q2,Apr-24,1748.1504,5535.81,Apr-24
ORD00523,Cookware Set,Home & Kitchen,218.58,5,1092.9,20-04-2024,Wallet,4.8,April,2024,218.58,9,Wholesale,West,1092.9,0,20.00%,218.58,43.716,4,Q2,Apr-24,98.361,994.54,Apr-24
ORD00524,Laptop,Electronics,38689.7,3,116069.1,28-09-2024,Debit Card,1.9,September,2024,23213.82,16,Wholesale,South,116069.1,0,20.00%,38689.7,7737.94,9,Q3,Sep-24,18571.056,97498.04,Sep-24
ORD00525,Table Lamp,Home & Kitchen,8863.97,2,17727.94,26-09-2024,UPI,4.5,September,2024,3545.588,20,Online,East,17727.94,0,20.00%,8863.97,1772.794,9,Q3,Sep-24,3545.588,14182.35,Sep-24
ORD00526,Sneakers,Clothing,12472.17,5,62360.85,23-04-2024,UPI,1.9,April,2024,12472.17,30,Online,South,62360.85,0,20.00%,12472.17,2494.434,4,Q2,Apr-24,18708.255,43652.6,Apr-24
ORD00527,Jeans,Clothing,8734.44,1,8734.44,26-10-2024,Debit Card,2.5,October,2024,1746.888,30,Wholesale,North,8734.44,0,20.00%,8734.44,1746.888,10,Q4,Oct-24,2620.332,6114.11,Oct-24
ORD00528,Perfume,Beauty,32422.04,5,162110.2,18-02-2024,Net Banking,1.9,February,2024,32422.04,20,Wholesale,West,162110.2,0,20.00%,32422.04,6484.408,2,Q1,Feb-24,32422.04,129688.16,Feb-24
ORD00529,Laptop,Electronics,45532.34,5,227661.7,28-04-2024,Credit Card,3.6,April,2024,45532.34,25,Retail,West,227661.7,0,20.00%,45532.34,9106.468,4,Q2,Apr-24,56915.425,170746.28,Apr-24
ORD00530,Face Cream,Beauty,22534.8,4,90139.2,30-08-2024,COD,1.4,August,2024,18027.84,11,Retail,North,90139.2,0,20.00%,22534.8,4506.96,8,Q3,Aug-24,9915.312,80223.89,Aug-24
ORD00531,Self-Help Book,Books,26058.55,1,26058.55,28-10-2024,UPI,2,October,2024,5211.71,8,Wholesale,South,26058.55,0,20.00%,26058.55,5211.71,10,Q4,Oct-24,2084.684,23973.87,Oct-24
ORD00532,Bedsheet,Home & Kitchen,13348.84,2,26697.68,27-07-2024,COD,4.2,July,2024,5339.536,5,Online,East,26697.68,0,20.00%,13348.84,2669.768,7,Q3,Jul-24,1334.884,25362.8,Jul-24
ORD00533,Table Lamp,Home & Kitchen,46792.3,1,46792.3,16-06-2024,Credit Card,4.9,June,2024,9358.46,9,Online,East,46792.3,0,20.00%,46792.3,9358.46,6,Q2,Jun-24,4211.307,42580.99,Jun-24
ORD00534,Sofa Cover,Home & Kitchen,15764.25,4,63057,12-05-2024,COD,4,May,2024,12611.4,27,Online,North,63057,0,20.00%,15764.25,3152.85,5,Q2,May-24,17025.39,46031.61,May-24
ORD00535,Smartwatch,Electronics,45019,5,225095,07-01-2025,COD,4.7,January,2025,45019,30,Online,East,225095,0,20.00%,45019,9003.8,1,Q1,Jan-25,67528.5,157566.5,Jan-25
ORD00536,Dress,Clothing,42794.4,4,171177.6,25-06-2024,COD,4.6,June,2024,34235.52,14,Retail,South,171177.6,0,20.00%,42794.4,8558.88,6,Q2,Jun-24,23964.864,147212.74,Jun-24
ORD00537,Educational Book,Books,492.53,1,492.53,15-04-2024,Credit Card,4.4,April,2024,98.506,26,Wholesale,South,492.53,0,20.00%,492.53,98.506,4,Q2,Apr-24,128.0578,364.47,Apr-24
ORD00538,Sofa Cover,Home & Kitchen,30721.51,4,122886.04,28-07-2024,Wallet,3.4,July,2024,24577.208,9,Online,North,122886.04,0,20.00%,30721.51,6144.302,7,Q3,Jul-24,11059.7436,111826.3,Jul-24
ORD00539,Cookware Set,Home & Kitchen,17162.64,3,51487.92,12-07-2024,COD,4.7,July,2024,10297.584,8,Retail,South,51487.92,0,20.00%,17162.64,3432.528,7,Q3,Jul-24,4119.0336,47368.89,Jul-24
ORD00540,Cookbook,Books,45888.54,3,137665.62,08-04-2024,Credit Card,2,April,2024,27533.124,6,Online,West,137665.62,0,20.00%,45888.54,9177.708,4,Q2,Apr-24,8259.9372,129405.68,Apr-24
ORD00541,Table Lamp,Home & Kitchen,49052.43,3,147157.29,02-12-2024,Debit Card,4.5,December,2024,29431.458,24,Wholesale,North,147157.29,0,20.00%,49052.43,9810.486,12,Q4,Dec-24,35317.7496,111839.54,Dec-24
ORD00542,Sofa Cover,Home & Kitchen,2435.97,1,2435.97,30-03-2024,Credit Card,2.3,March,2024,487.194,14,Retail,South,2435.97,0,20.00%,2435.97,487.194,3,Q1,Mar-24,341.0358,2094.93,Mar-24
ORD00543,Table Lamp,Home & Kitchen,48128.02,4,192512.08,13-05-2024,Wallet,3.2,May,2024,38502.416,30,Wholesale,North,192512.08,0,20.00%,48128.02,9625.604,5,Q2,May-24,57753.624,134758.46,May-24
ORD00544,Perfume,Beauty,47111.56,5,235557.8,30-04-2024,UPI,2.9,April,2024,47111.56,23,Wholesale,East,235557.8,0,20.00%,47111.56,9422.312,4,Q2,Apr-24,54178.294,181379.51,Apr-24
ORD00545,Educational Book,Books,8091.3,5,40456.5,14-08-2024,Credit Card,2,August,2024,8091.3,30,Retail,South,40456.5,0,20.00%,8091.3,1618.26,8,Q3,Aug-24,12136.95,28319.55,Aug-24
ORD00546,Bedsheet,Home & Kitchen,43217.1,5,216085.5,18-12-2024,Debit Card,2.6,December,2024,43217.1,5,Retail,West,216085.5,0,20.00%,43217.1,8643.42,12,Q4,Dec-24,10804.275,205281.23,Dec-24
ORD00547,Jacket,Clothing,35592.76,2,71185.52,06-05-2024,Debit Card,4.6,May,2024,14237.104,28,Retail,South,71185.52,0,20.00%,35592.76,7118.552,5,Q2,May-24,19931.9456,51253.57,May-24
ORD00548,Hair Dryer,Beauty,9534.89,5,47674.45,14-07-2024,Net Banking,4.2,July,2024,9534.89,9,Retail,North,47674.45,0,20.00%,9534.89,1906.978,7,Q3,Jul-24,4290.7005,43383.75,Jul-24
ORD00549,Shampoo,Beauty,46990.87,4,187963.48,02-04-2024,COD,1.7,April,2024,37592.696,17,Retail,North,187963.48,0,20.00%,46990.87,9398.174,4,Q2,Apr-24,31953.7916,156009.69,Apr-24
ORD00550,Table Lamp,Home & Kitchen,31137.03,5,155685.15,29-12-2024,Credit Card,2.6,December,2024,31137.03,8,Retail,South,155685.15,0,20.00%,31137.03,6227.406,12,Q4,Dec-24,12454.812,143230.34,Dec-24
ORD00551,Laptop,Electronics,35821.16,4,143284.64,07-02-2025,Debit Card,2.1,February,2025,28656.928,20,Retail,West,143284.64,0,20.00%,35821.16,7164.232,2,Q1,Feb-25,28656.928,114627.71,Feb-25
ORD00552,Shampoo,Beauty,28156.95,5,140784.75,06-05-2024,UPI,2.7,May,2024,28156.95,28,Online,West,140784.75,0,20.00%,28156.95,5631.39,5,Q2,May-24,39419.73,101365.02,May-24
ORD00553,Lipstick,Beauty,9335.19,2,18670.38,28-11-2024,COD,3.9,November,2024,3734.076,20,Wholesale,West,18670.38,0,20.00%,9335.19,1867.038,11,Q4,Nov-24,3734.076,14936.3,Nov-24
ORD00554,T-Shirt,Clothing,25114.77,2,50229.54,07-08-2024,COD,3.6,August,2024,10045.908,27,Retail,North,50229.54,0,20.00%,25114.77,5022.954,8,Q3,Aug-24,13561.9758,36667.56,Aug-24
ORD00555,Lipstick,Beauty,19961.03,3,59883.09,28-11-2024,Credit Card,2.9,November,2024,11976.618,6,Online,South,59883.09,0,20.00%,19961.03,3992.206,11,Q4,Nov-24,3592.9854,56290.1,Nov-24
ORD00556,Laptop,Electronics,38488.04,2,76976.08,04-08-2024,UPI,1.1,August,2024,15395.216,21,Online,East,76976.08,0,20.00%,38488.04,7697.608,8,Q3,Aug-24,16164.9768,60811.1,Aug-24
ORD00557,Perfume,Beauty,20202.56,5,101012.8,17-05-2024,Credit Card,3.6,May,2024,20202.56,24,Online,North,101012.8,0,20.00%,20202.56,4040.512,5,Q2,May-24,24243.072,76769.73,May-24
ORD00558,Headphones,Electronics,39008.37,3,117025.11,21-09-2024,Net Banking,2.2,September,2024,23405.022,28,Wholesale,West,117025.11,0,20.00%,39008.37,7801.674,9,Q3,Sep-24,32767.0308,84258.08,Sep-24
ORD00559,Perfume,Beauty,9946.27,1,9946.27,19-12-2024,Credit Card,1.1,December,2024,1989.254,16,Retail,South,9946.27,0,20.00%,9946.27,1989.254,12,Q4,Dec-24,1591.4032,8354.87,Dec-24
ORD00560,T-Shirt,Clothing,7994.76,5,39973.8,23-09-2024,Debit Card,1.5,September,2024,7994.76,22,Online,West,39973.8,0,20.00%,7994.76,1598.952,9,Q3,Sep-24,8794.236,31179.56,Sep-24
ORD00561,Cookware Set,Home & Kitchen,6341.62,3,19024.86,06-12-2024,Credit Card,4.4,December,2024,3804.972,7,Wholesale,East,19024.86,0,20.00%,6341.62,1268.324,12,Q4,Dec-24,1331.7402,17693.12,Dec-24
ORD00562,Jeans,Clothing,37503.57,4,150014.28,03-04-2024,COD,1.8,April,2024,30002.856,5,Wholesale,West,150014.28,0,20.00%,37503.57,7500.714,4,Q2,Apr-24,7500.714,142513.57,Apr-24
ORD00563,Fiction Novel,Books,36760.35,1,36760.35,27-08-2024,Credit Card,1.5,August,2024,7352.07,5,Wholesale,West,36760.35,0,20.00%,36760.35,7352.07,8,Q3,Aug-24,1838.0175,34922.33,Aug-24
ORD00564,Jacket,Clothing,38023.86,5,190119.3,22-07-2024,Credit Card,2.1,July,2024,38023.86,23,Online,East,190119.3,0,20.00%,38023.86,7604.772,7,Q3,Jul-24,43727.439,146391.86,Jul-24
ORD00565,Dress,Clothing,17983.34,1,17983.34,20-02-2024,COD,1.5,February,2024,3596.668,15,Retail,South,17983.34,0,20.00%,17983.34,3596.668,2,Q1,Feb-24,2697.501,15285.84,Feb-24
ORD00566,Bedsheet,Home & Kitchen,25457.34,5,127286.7,11-05-2024,UPI,4.3,May,2024,25457.34,9,Online,North,127286.7,0,20.00%,25457.34,5091.468,5,Q2,May-24,11455.803,115830.9,May-24
ORD00567,Self-Help Book,Books,26220.67,4,104882.68,30-04-2024,Net Banking,3.3,April,2024,20976.536,16,Online,South,104882.68,0,20.00%,26220.67,5244.134,4,Q2,Apr-24,16781.2288,88101.45,Apr-24
ORD00568,Educational Book,Books,48670.07,1,48670.07,01-02-2025,UPI,4.2,February,2025,9734.014,7,Retail,East,48670.07,0,20.00%,48670.07,9734.014,2,Q1,Feb-25,3406.9049,45263.17,Feb-25
ORD00569,Smartphone,Electronics,12197.36,5,60986.8,10-01-2025,Debit Card,3.5,January,2025,12197.36,5,Retail,West,60986.8,0,20.00%,12197.36,2439.472,1,Q1,Jan-25,3049.34,57937.46,Jan-25
ORD00570,Tablet,Electronics,14488.22,4,57952.88,25-12-2024,Net Banking,2.7,December,2024,11590.576,5,Retail,South,57952.88,0,20.00%,14488.22,2897.644,12,Q4,Dec-24,2897.644,55055.24,Dec-24
ORD00571,Table Lamp,Home & Kitchen,33547.94,2,67095.88,15-01-2025,Net Banking,1.1,January,2025,13419.176,12,Wholesale,North,67095.88,0,20.00%,33547.94,6709.588,1,Q1,Jan-25,8051.5056,59044.37,Jan-25
ORD00572,Sneakers,Clothing,4800.26,5,24001.3,23-03-2024,UPI,2.2,March,2024,4800.26,14,Retail,East,24001.3,0,20.00%,4800.26,960.052,3,Q1,Mar-24,3360.182,20641.12,Mar-24
ORD00573,Cookware Set,Home & Kitchen,36429.57,4,145718.28,08-04-2024,Credit Card,4.6,April,2024,29143.656,15,Online,South,145718.28,0,20.00%,36429.57,7285.914,4,Q2,Apr-24,21857.742,123860.54,Apr-24
ORD00574,Tablet,Electronics,29775.43,4,119101.72,17-02-2024,Debit Card,4.6,February,2024,23820.344,16,Retail,North,119101.72,0,20.00%,29775.43,5955.086,2,Q1,Feb-24,19056.2752,100045.44,Feb-24
ORD00575,Perfume,Beauty,10736.32,3,32208.96,15-07-2024,UPI,3.7,July,2024,6441.792,17,Online,East,32208.96,0,20.00%,10736.32,2147.264,7,Q3,Jul-24,5475.5232,26733.44,Jul-24
ORD00576,Self-Help Book,Books,8005.02,5,40025.1,10-05-2024,UPI,2.5,May,2024,8005.02,16,Wholesale,North,40025.1,0,20.00%,8005.02,1601.004,5,Q2,May-24,6404.016,33621.08,May-24
ORD00577,Perfume,Beauty,32078.48,3,96235.44,27-03-2024,Credit Card,4.5,March,2024,19247.088,18,Online,East,96235.44,0,20.00%,32078.48,6415.696,3,Q1,Mar-24,17322.3792,78913.06,Mar-24
ORD00578,Smartwatch,Electronics,31277.18,1,31277.18,10-09-2024,Debit Card,3,September,2024,6255.436,6,Online,West,31277.18,0,20.00%,31277.18,6255.436,9,Q3,Sep-24,1876.6308,29400.55,Sep-24
ORD00579,Headphones,Electronics,31094.13,1,31094.13,03-11-2024,UPI,2.7,November,2024,6218.826,23,Retail,South,31094.13,0,20.00%,31094.13,6218.826,11,Q4,Nov-24,7151.6499,23942.48,Nov-24
ORD00580,Comic Book,Books,15881.67,4,63526.68,19-01-2025,Wallet,4.3,January,2025,12705.336,22,Retail,North,63526.68,0,20.00%,15881.67,3176.334,1,Q1,Jan-25,13975.8696,49550.81,Jan-25
ORD00581,Jacket,Clothing,16129.77,4,64519.08,19-06-2024,Debit Card,1,June,2024,12903.816,7,Online,East,64519.08,0,20.00%,16129.77,3225.954,6,Q2,Jun-24,4516.3356,60002.74,Jun-24
ORD00582,Hair Dryer,Beauty,39478.69,5,197393.45,24-11-2024,Credit Card,2.7,November,2024,39478.69,27,Retail,North,197393.45,0,20.00%,39478.69,7895.738,11,Q4,Nov-24,53296.2315,144097.22,Nov-24
ORD00583,Comic Book,Books,29635.8,3,88907.4,16-01-2025,Credit Card,1.2,January,2025,17781.48,21,Wholesale,North,88907.4,0,20.00%,29635.8,5927.16,1,Q1,Jan-25,18670.554,70236.85,Jan-25
ORD00584,Smartwatch,Electronics,7892.27,2,15784.54,02-05-2024,Net Banking,1.1,May,2024,3156.908,30,Wholesale,South,15784.54,0,20.00%,7892.27,1578.454,5,Q2,May-24,4735.362,11049.18,May-24
ORD00585,Tablet,Electronics,45112.24,3,135336.72,13-11-2024,Wallet,4.7,November,2024,27067.344,12,Retail,West,135336.72,0,20.00%,45112.24,9022.448,11,Q4,Nov-24,16240.4064,119096.31,Nov-24
ORD00586,Jeans,Clothing,26527.78,4,106111.12,15-02-2024,Net Banking,3.7,February,2024,21222.224,30,Wholesale,North,106111.12,0,20.00%,26527.78,5305.556,2,Q1,Feb-24,31833.336,74277.78,Feb-24
ORD00587,Cookware Set,Home & Kitchen,37170.4,5,185852,08-05-2024,Debit Card,3.7,May,2024,37170.4,14,Retail,East,185852,0,20.00%,37170.4,7434.08,5,Q2,May-24,26019.28,159832.72,May-24
ORD00588,Jeans,Clothing,47535.79,5,237678.95,15-02-2024,Debit Card,1.8,February,2024,47535.79,30,Online,East,237678.95,0,20.00%,47535.79,9507.158,2,Q1,Feb-24,71303.685,166375.27,Feb-24
ORD00589,Bedsheet,Home & Kitchen,30252.89,4,121011.56,16-12-2024,Wallet,4.1,December,2024,24202.312,6,Online,West,121011.56,0,20.00%,30252.89,6050.578,12,Q4,Dec-24,7260.6936,113750.87,Dec-24
ORD00590,Sneakers,Clothing,3126.9,3,9380.7,30-10-2024,COD,1.9,October,2024,1876.14,23,Wholesale,East,9380.7,0,20.00%,3126.9,625.38,10,Q4,Oct-24,2157.561,7223.14,Oct-24
ORD00591,Self-Help Book,Books,40295.47,3,120886.41,29-04-2024,UPI,2.8,April,2024,24177.282,13,Retail,West,120886.41,0,20.00%,40295.47,8059.094,4,Q2,Apr-24,15715.2333,105171.18,Apr-24
ORD00592,Perfume,Beauty,462,4,1848,18-06-2024,COD,3.4,June,2024,369.6,11,Retail,East,1848,0,20.00%,462,92.4,6,Q2,Jun-24,203.28,1644.72,Jun-24
ORD00593,Lipstick,Beauty,22475.54,3,67426.62,15-03-2024,UPI,1.6,March,2024,13485.324,8,Wholesale,South,67426.62,0,20.00%,22475.54,4495.108,3,Q1,Mar-24,5394.1296,62032.49,Mar-24
ORD00594,Headphones,Electronics,19218.55,2,38437.1,20-09-2024,Wallet,4.5,September,2024,7687.42,30,Online,North,38437.1,0,20.00%,19218.55,3843.71,9,Q3,Sep-24,11531.13,26905.97,Sep-24
ORD00595,Smartwatch,Electronics,31162.39,5,155811.95,16-04-2024,Credit Card,3.4,April,2024,31162.39,25,Wholesale,South,155811.95,0,20.00%,31162.39,6232.478,4,Q2,Apr-24,38952.9875,116858.96,Apr-24
ORD00596,Hair Dryer,Beauty,16017.54,1,16017.54,15-06-2024,UPI,3.5,June,2024,3203.508,22,Online,North,16017.54,0,20.00%,16017.54,3203.508,6,Q2,Jun-24,3523.8588,12493.68,Jun-24
ORD00597,Cookware Set,Home & Kitchen,19008.81,4,76035.24,05-07-2024,COD,4.2,July,2024,15207.048,17,Retail,North,76035.24,0,20.00%,19008.81,3801.762,7,Q3,Jul-24,12925.9908,63109.25,Jul-24
ORD00598,Headphones,Electronics,22353.43,3,67060.29,02-12-2024,Debit Card,1.3,December,2024,13412.058,15,Online,North,67060.29,0,20.00%,22353.43,4470.686,12,Q4,Dec-24,10059.0435,57001.25,Dec-24
ORD00599,Mixer Grinder,Home & Kitchen,30122.28,5,150611.4,30-01-2025,UPI,4.8,January,2025,30122.28,28,Wholesale,South,150611.4,0,20.00%,30122.28,6024.456,1,Q1,Jan-25,42171.192,108440.21,Jan-25
ORD00600,Tablet,Electronics,7289.72,5,36448.6,29-05-2024,Wallet,1.9,May,2024,7289.72,8,Retail,North,36448.6,0,20.00%,7289.72,1457.944,5,Q2,May-24,2915.888,33532.71,May-24
ORD00601,Smartwatch,Electronics,32122.43,4,128489.72,22-02-2024,COD,2.8,February,2024,25697.944,29,Wholesale,South,128489.72,0,20.00%,32122.43,6424.486,2,Q1,Feb-24,37262.0188,91227.7,Feb-24
ORD00602,Sneakers,Clothing,43852.34,3,131557.02,24-04-2024,Net Banking,4.2,April,2024,26311.404,25,Wholesale,West,131557.02,0,20.00%,43852.34,8770.468,4,Q2,Apr-24,32889.255,98667.77,Apr-24
ORD00603,Bedsheet,Home & Kitchen,23005.86,1,23005.86,18-07-2024,Credit Card,4.8,July,2024,4601.172,29,Online,East,23005.86,0,20.00%,23005.86,4601.172,7,Q3,Jul-24,6671.6994,16334.16,Jul-24
ORD00604,Sneakers,Clothing,48580.6,1,48580.6,09-10-2024,UPI,3,October,2024,9716.12,8,Wholesale,East,48580.6,0,20.00%,48580.6,9716.12,10,Q4,Oct-24,3886.448,44694.15,Oct-24
ORD00605,Face Cream,Beauty,10320.87,5,51604.35,05-02-2025,Wallet,2.8,February,2025,10320.87,14,Online,North,51604.35,0,20.00%,10320.87,2064.174,2,Q1,Feb-25,7224.609,44379.74,Feb-25
ORD00606,Cookware Set,Home & Kitchen,43149.24,1,43149.24,06-07-2024,UPI,1.9,July,2024,8629.848,9,Retail,South,43149.24,0,20.00%,43149.24,8629.848,7,Q3,Jul-24,3883.4316,39265.81,Jul-24
ORD00607,Self-Help Book,Books,567.81,4,2271.24,17-01-2025,Wallet,4.5,January,2025,454.248,13,Online,East,2271.24,0,20.00%,567.81,113.562,1,Q1,Jan-25,295.2612,1975.98,Jan-25
ORD00608,Comic Book,Books,6705.43,5,33527.15,01-09-2024,Wallet,4.5,September,2024,6705.43,28,Retail,South,33527.15,0,20.00%,6705.43,1341.086,9,Q3,Sep-24,9387.602,24139.55,Sep-24
ORD00609,T-Shirt,Clothing,29974.35,5,149871.75,01-01-2025,Wallet,3.1,January,2025,29974.35,7,Online,South,149871.75,0,20.00%,29974.35,5994.87,1,Q1,Jan-25,10491.0225,139380.73,Jan-25
ORD00610,Tablet,Electronics,5739.3,4,22957.2,15-07-2024,Credit Card,4.6,July,2024,4591.44,21,Wholesale,North,22957.2,0,20.00%,5739.3,1147.86,7,Q3,Jul-24,4821.012,18136.19,Jul-24
ORD00611,Jeans,Clothing,21417.72,4,85670.88,20-07-2024,Debit Card,4.5,July,2024,17134.176,7,Online,East,85670.88,0,20.00%,21417.72,4283.544,7,Q3,Jul-24,5996.9616,79673.92,Jul-24
ORD00612,Table Lamp,Home & Kitchen,25404.68,4,101618.72,11-01-2025,Credit Card,4.6,January,2025,20323.744,20,Online,North,101618.72,0,20.00%,25404.68,5080.936,1,Q1,Jan-25,20323.744,81294.98,Jan-25
ORD00613,Mixer Grinder,Home & Kitchen,27582.01,2,55164.02,13-02-2024,Debit Card,1.5,February,2024,11032.804,8,Retail,North,55164.02,0,20.00%,27582.01,5516.402,2,Q1,Feb-24,4413.1216,50750.9,Feb-24
ORD00614,Bedsheet,Home & Kitchen,23584.89,3,70754.67,07-07-2024,Wallet,4.1,July,2024,14150.934,22,Wholesale,East,70754.67,0,20.00%,23584.89,4716.978,7,Q3,Jul-24,15566.0274,55188.64,Jul-24
ORD00615,Educational Book,Books,24444.89,3,73334.67,29-08-2024,Wallet,1.2,August,2024,14666.934,21,Online,East,73334.67,0,20.00%,24444.89,4888.978,8,Q3,Aug-24,15400.2807,57934.39,Aug-24
ORD00616,Dress,Clothing,8080.22,2,16160.44,07-03-2024,Debit Card,3.6,March,2024,3232.088,11,Wholesale,West,16160.44,0,20.00%,8080.22,1616.044,3,Q1,Mar-24,1777.6484,14382.79,Mar-24
ORD00617,Lipstick,Beauty,27860.8,2,55721.6,14-07-2024,Credit Card,2.6,July,2024,11144.32,28,Online,West,55721.6,0,20.00%,27860.8,5572.16,7,Q3,Jul-24,15602.048,40119.55,Jul-24
ORD00618,Fiction Novel,Books,30468.47,3,91405.41,27-06-2024,Credit Card,1.7,June,2024,18281.082,27,Online,South,91405.41,0,20.00%,30468.47,6093.694,6,Q2,Jun-24,24679.4607,66725.95,Jun-24
ORD00619,Lipstick,Beauty,7718.78,1,7718.78,28-12-2024,Debit Card,1.1,December,2024,1543.756,9,Wholesale,East,7718.78,0,20.00%,7718.78,1543.756,12,Q4,Dec-24,694.6902,7024.09,Dec-24
ORD00620,Face Cream,Beauty,34866.42,1,34866.42,18-12-2024,COD,3.6,December,2024,6973.284,16,Online,West,34866.42,0,20.00%,34866.42,6973.284,12,Q4,Dec-24,5578.6272,29287.79,Dec-24
